case_id,label,predictions_true,nr_prefixes
c_1764772652,false,0.3183,1
c_1765577987,false,0.2649,1
c_1765755529,false,0.4195,1
c_1768409536,true,0.2619,1
c_1768718354,false,0.3844,1
c_176915858,true,0.4457,1
c_1769401425,false,0.3586,1
c_1769939835,false,0.4679,1
c_1770453247,true,0.3390,1
c_1771092914,false,0.3424,1
c_1771690507,false,0.3663,1
c_177572366,false,0.1518,1
c_1775767690,false,0.4004,1
c_1777172908,true,0.3744,1
c_1777192556,false,0.4148,1
c_1777715425,false,0.4095,1
c_1780196758,true,0.0000,1
c_1780269777,false,0.3245,1
c_1780516109,false,0.2689,1
c_1782208203,false,0.0000,1
c_1782952770,true,0.2759,1
c_1782998013,true,0.3028,1
c_1784815865,true,0.3042,1
c_1784981500,false,0.3039,1
c_1787983531,true,0.2807,1
c_1790721805,false,0.1104,1
c_1791109196,false,0.3039,1
c_1791210166,false,0.3028,1
c_1791361744,false,0.2762,1
c_1792327676,false,0.3192,1
c_1792807150,false,0.3901,1
c_1793022941,true,0.2183,1
c_1793992683,false,0.3192,1
c_179601498,false,0.3367,1
c_1796290207,true,0.3390,1
c_1796845896,true,0.4712,1
c_1797034930,false,0.3017,1
c_1799899920,false,0.2619,1
c_1801799778,false,0.1074,1
c_1803983196,true,0.3647,1
c_1806079752,false,0.3193,1
c_1806449930,true,0.4211,1
c_1807304387,false,0.3039,1
c_181023175,false,0.2790,1
c_1813380390,false,0.2008,1
c_1813924813,false,0.3390,1
c_1817080595,false,0.2906,1
c_1817477268,false,0.3553,1
c_1817553519,false,0.3769,1
c_1817755137,true,0.3424,1
c_1819007640,false,0.3465,1
c_1819504615,false,0.3202,1
c_1819818177,false,0.3345,1
c_1820504290,false,0.4195,1
c_1820733336,false,0.2935,1
c_1820883466,false,0.2888,1
c_1822768825,false,0.0271,1
c_1824032488,false,0.3977,1
c_1826347954,false,0.3193,1
c_1826390013,true,0.2752,1
c_1827582183,false,0.3426,1
c_1828081301,true,0.3283,1
c_1828404203,false,0.2906,1
c_1828802183,false,0.3039,1
c_1828870553,false,0.3638,1
c_1829392718,false,0.2935,1
c_1830261390,false,0.6638,1
c_1832603494,false,0.3853,1
c_1833582857,true,0.3424,1
c_183481406,false,0.5467,1
c_1835447552,true,0.3646,1
c_1837263594,false,0.4224,1
c_1837286038,false,0.0067,1
c_1838195672,false,0.3778,1
c_183981334,false,0.4477,1
c_1839957236,true,0.2906,1
c_1842370876,false,0.3355,1
c_1846291324,true,0.2906,1
c_1847012732,false,0.0271,1
c_1848644842,true,0.3567,1
c_1849739044,true,0.3489,1
c_1852538604,false,0.4384,1
c_1853491319,false,0.2282,1
c_1854025624,false,0.3977,1
c_1855519591,false,0.4419,1
c_1856711010,true,0.2288,1
c_1857366417,false,0.3202,1
c_1857513367,false,0.2158,1
c_1859431929,false,0.4692,1
c_1859784683,true,0.1368,1
c_186021788,true,0.6058,1
c_1862652828,false,0.2282,1
c_186381818,true,0.5240,1
c_1865256281,false,0.4287,1
c_1865491187,false,0.3390,1
c_1867138516,false,0.3367,1
c_187058934,false,0.3333,1
c_1871723330,false,0.2763,1
c_1871885244,true,0.3646,1
c_1872244741,false,0.2562,1
c_1872345916,false,0.4195,1
c_1875782782,false,0.1040,1
c_1876138473,false,0.3335,1
c_1877732225,false,0.4050,1
c_187778549,true,0.3659,1
c_1879232225,true,0.4287,1
c_188033371,false,0.3193,1
c_1882772763,true,0.0031,1
c_1887563703,false,0.2407,1
c_1891253476,false,0.3664,1
c_1892752886,true,0.1278,1
c_1894052702,false,0.3744,1
c_1894462613,true,0.3247,1
c_1894731804,true,0.2562,1
c_1895159318,false,0.3140,1
c_1898724773,false,0.3202,1
c_1900831405,false,0.2649,1
c_1905372994,false,0.3039,1
c_190734181,false,0.2920,1
c_1909691284,false,0.3067,1
c_1910779163,false,0.2679,1
c_1910885918,false,0.3567,1
c_1911105271,false,0.2008,1
c_1917257899,true,0.2762,1
c_1918491897,false,0.4224,1
c_1920137077,true,0.3666,1
c_1920432865,true,0.3769,1
c_1920623384,false,0.2839,1
c_1924151739,true,0.4419,1
c_1924578239,false,0.2839,1
c_1925108895,false,0.2752,1
c_1925475950,false,0.2689,1
c_1925894693,false,0.1278,1
c_1926626369,false,0.4050,1
c_19269284,false,0.0800,1
c_192716320,false,0.2773,1
c_1927415133,false,0.4457,1
c_1931739679,false,0.2935,1
c_1936633108,false,0.4287,1
c_1937302912,false,0.0904,1
c_1937760784,false,0.4239,1
c_19378013,false,0.3275,1
c_1938909971,true,0.3342,1
c_1939778064,true,0.2670,1
c_1941614665,false,0.2919,1
c_1944896918,false,0.3664,1
c_1945196347,false,0.2688,1
c_1945476643,false,0.4686,1
c_194564472,false,0.2773,1
c_1948065851,false,0.3355,1
c_1950237720,false,0.2773,1
c_1953871052,false,0.4851,1
c_195441309,false,0.3844,1
c_1954655928,false,0.3426,1
c_1956063682,false,0.2505,1
c_195791653,true,0.3853,1
c_1959429828,false,0.3977,1
c_1959536677,false,0.3419,1
c_1959968858,false,0.2919,1
c_1961091101,false,0.3424,1
c_1963302945,false,0.3666,1
c_1963851177,true,0.2303,1
c_1964644191,false,0.3646,1
c_1965608734,false,0.2619,1
c_1968934644,false,0.3666,1
c_1969322143,false,0.4148,1
c_1969335807,false,0.3345,1
c_1970302335,false,0.2054,1
c_1970703703,false,0.2832,1
c_197126464,false,0.3077,1
c_1971957937,true,0.4287,1
c_1972637504,false,0.2906,1
c_1973462456,false,0.3769,1
c_1975504088,true,0.3215,1
c_1978035381,false,0.2649,1
c_1982581306,false,0.3798,1
c_198284297,false,0.3769,1
c_1983041428,false,0.3039,1
c_1985157106,false,0.0000,1
c_1987831323,false,0.4195,1
c_1988195018,false,0.2670,1
c_1992619767,false,0.4174,1
c_1992867148,false,0.8270,1
c_1997272398,true,0.4287,1
c_2002603034,false,0.3977,1
c_2003767759,true,0.3586,1
c_200623911,true,0.5094,1
c_2007562055,true,0.3853,1
c_200956558,false,0.3647,1
c_2010104450,false,0.3419,1
c_2012391145,false,0.4224,1
c_2013830829,true,0.0000,1
c_2014671768,false,0.2562,1
c_2015161420,false,0.0000,1
c_2015423706,false,0.4419,1
c_2018809027,true,0.4287,1
c_201975224,true,0.4457,1
c_2020541045,true,0.2935,1
c_2021514424,true,0.4195,1
c_2023468525,false,0.2679,1
c_2024244758,false,0.2785,1
c_2024477286,false,0.3646,1
c_2024566478,false,0.3183,1
c_2025342600,false,0.4516,1
c_2029271670,true,0.3666,1
c_2029945978,false,0.0623,1
c_2030167708,false,0.4095,1
c_2034665751,false,0.1602,1
c_203678331,false,0.3853,1
c_2041306952,false,0.2008,1
c_2042454883,false,0.2920,1
c_2042834818,false,0.1686,1
c_2042847086,false,0.4004,1
c_204408152,false,0.9211,1
c_2045954559,false,0.0000,1
c_2046501407,false,0.3028,1
c_2048027930,true,0.4148,1
c_2048261328,true,0.2888,1
c_2048278308,false,0.3647,1
c_2048323360,false,0.2689,1
c_2049849151,false,0.4457,1
c_2050054509,false,0.0478,1
c_2051550880,false,0.1910,1
c_2051690593,true,0.3797,1
c_2053272389,false,0.2920,1
c_2053544331,false,0.3797,1
c_2055185181,false,0.3567,1
c_2055289424,false,0.4793,1
c_2057199590,false,0.3419,1
c_2058119051,true,0.3744,1
c_2058314938,false,0.2158,1
c_2059632280,false,0.3853,1
c_206222910,false,0.4224,1
c_2063179478,false,0.2704,1
c_2063282031,false,0.3853,1
c_206958042,false,0.3778,1
c_2070123392,false,0.4195,1
c_207185826,false,0.3390,1
c_2071863649,false,0.2989,1
c_2073034588,false,0.0732,1
c_20738828,false,0.1444,1
c_2080395563,false,0.4477,1
c_2080516029,false,0.3638,1
c_2082425963,true,0.2989,1
c_2084259712,false,0.3247,1
c_2084407394,false,0.4793,1
c_2084774321,false,0.3739,1
c_2086686091,false,0.2183,1
c_2086754710,false,0.1278,1
c_2087006463,false,0.3042,1
c_2088969676,false,0.2935,1
c_2089315207,false,0.3977,1
c_2097420356,true,0.3202,1
c_2098216717,false,0.0000,1
c_2099334395,false,0.1619,1
c_2100311621,false,0.8666,1
c_2106173395,false,0.3567,1
c_211406000,false,0.4287,1
c_2116062822,false,0.2989,1
c_2118429749,false,0.3797,1
c_2118887844,false,0.8686,1
c_2122792904,false,0.2008,1
c_2122822719,false,0.4224,1
c_2122873300,true,0.2183,1
c_2123204513,false,0.3744,1
c_2125694475,false,0.3183,1
c_2126586609,true,0.3193,1
c_2128191185,false,0.3567,1
c_2131199353,false,0.3254,1
c_2134836084,false,0.3039,1
c_2137261298,false,0.4073,1
c_2142516993,false,0.3275,1
c_2143151465,false,0.2008,1
c_214380816,false,0.2649,1
c_2144108594,false,0.3861,1
c_214453442,true,0.2619,1
c_2147170228,false,0.2935,1
c_216211515,false,0.3586,1
c_217974632,true,0.3028,1
c_218547280,false,0.4174,1
c_219576331,true,0.3778,1
c_22019692,true,0.3345,1
c_222827091,false,0.3390,1
c_223837496,false,0.5284,1
c_224241639,false,0.4287,1
c_225586063,true,0.6058,1
c_227170121,true,0.2920,1
c_227804496,false,0.8154,1
c_228373770,false,0.3193,1
c_231751553,true,0.4333,1
c_233989937,false,0.3140,1
c_235239251,false,0.4419,1
c_235535721,false,0.2752,1
c_235841717,false,0.3419,1
c_238984243,false,0.3739,1
c_239477558,false,0.3426,1
c_240111953,true,0.2906,1
c_24270864,false,0.3136,1
c_242709495,true,0.3230,1
c_242826105,false,0.3586,1
c_243887576,true,0.3342,1
c_245908497,false,0.3192,1
c_251097614,false,0.2773,1
c_251776757,true,0.3666,1
c_251924785,false,0.3646,1
c_252272828,false,0.3769,1
c_253964593,false,0.3342,1
c_257082685,false,0.3646,1
c_2595810,false,0.4325,1
c_260257809,false,0.3275,1
c_261754810,false,0.4004,1
c_263206383,false,0.4050,1
c_270485252,false,0.3202,1
c_270506031,true,0.2935,1
c_272645051,true,0.4457,1
c_273199649,false,0.2565,1
c_276171401,true,0.3230,1
c_277127069,false,0.4120,1
c_279199020,false,0.3192,1
c_281838380,false,0.5284,1
c_282114630,true,0.3077,1
c_284749993,false,0.3136,1
c_286137335,false,0.2303,1
c_286873144,false,0.3342,1
c_288925921,false,0.2797,1
c_28930757,false,0.3254,1
c_291332257,true,0.3778,1
c_292415091,true,0.3039,1
c_292866700,false,0.3192,1
c_293739411,false,0.3136,1
c_295059389,true,0.4148,1
c_298129713,false,0.3778,1
c_298744583,false,0.4412,1
c_299068395,false,0.0478,1
c_299706642,false,0.4004,1
c_300477732,false,0.2752,1
c_302452407,false,0.3245,1
c_306086229,false,0.3646,1
c_307672567,true,0.3245,1
c_308306449,false,0.5145,1
c_308949717,false,0.3931,1
c_309030545,true,0.3028,1
c_312442939,false,0.3853,1
c_313152544,false,0.3798,1
c_313527996,false,0.4181,1
c_314004071,false,0.3646,1
c_314854055,true,0.4195,1
c_316223868,false,0.3120,1
c_317144905,false,0.2935,1
c_317286636,false,0.3247,1
c_317543316,true,0.2785,1
c_318776969,false,0.4195,1
c_318805669,false,0.3390,1
c_319696917,true,0.2839,1
c_319847090,false,0.3192,1
c_320656653,false,0.2762,1
c_321053191,false,0.3390,1
c_322297326,false,0.2759,1
c_324026343,false,0.3666,1
c_325311769,false,0.4459,1
c_327149374,true,0.6403,1
c_327968396,false,0.2989,1
c_328046969,false,0.3028,1
c_329140480,false,0.3202,1
c_329422501,false,0.4145,1
c_332811786,false,0.3666,1
c_334270615,false,0.4457,1
c_335537557,true,0.3744,1
c_335581048,false,0.1176,1
c_338944736,false,0.2565,1
c_339050206,false,0.0048,1
c_339123229,false,0.1504,1
c_339123431,false,0.3193,1
c_339730120,false,0.6623,1
c_342819769,false,0.3939,1
c_345709580,false,0.2720,1
c_346568508,false,0.3028,1
c_346848867,false,0.0000,1
c_347922674,false,0.4666,1
c_348990686,false,0.2839,1
c_349515920,false,0.2832,1
c_355701690,false,0.9211,1
c_35738339,true,0.3532,1
c_35745002,false,0.0000,1
c_357880380,false,0.0000,1
c_360217923,false,0.4710,1
c_362185894,false,0.4419,1
c_36278501,true,0.8064,1
c_364299565,false,0.2703,1
c_364322589,false,0.1044,1
c_365485542,true,0.3215,1
c_366121400,false,0.0000,1
c_366370058,false,0.3193,1
c_36692111,false,0.3659,1
c_368219209,false,0.4287,1
c_370524880,true,0.3672,1
c_373875255,false,0.3853,1
c_375164420,false,0.7448,1
c_377692746,false,0.3028,1
c_380711094,false,0.2008,1
c_380969432,false,0.3042,1
c_381087716,false,0.3977,1
c_385045680,false,0.3424,1
c_38536393,false,0.1619,1
c_386587234,true,0.4457,1
c_386657742,false,0.3424,1
c_390522628,false,0.4113,1
c_391675176,true,0.3586,1
c_392275405,false,0.4195,1
c_392778706,false,0.4333,1
c_394037983,false,0.2071,1
c_394946724,false,0.3489,1
c_395018530,false,0.2562,1
c_397372842,false,0.9008,1
c_398065440,false,0.4004,1
c_399804336,true,0.3853,1
c_399934391,false,0.3355,1
c_403539418,false,0.2008,1
c_407010106,true,0.3744,1
c_408864407,false,0.3489,1
c_413226186,false,0.3345,1
c_413339779,false,0.3183,1
c_413655543,false,0.2407,1
c_41457718,false,0.2935,1
c_418355103,true,0.3638,1
c_421465179,true,0.3048,1
c_423439630,true,0.4148,1
c_424064154,true,0.5847,1
c_424977058,false,0.3939,1
c_428745471,true,0.3420,1
c_428955021,false,0.3247,1
c_429633044,true,0.2797,1
c_432430277,true,0.3977,1
c_432596360,true,0.2919,1
c_434354946,false,0.4765,1
c_434840997,true,0.2989,1
c_440426323,false,0.2670,1
c_444595223,false,0.4195,1
c_445609887,false,0.3342,1
c_447138954,false,0.0795,1
c_448145454,false,0.3567,1
c_450127919,false,0.2679,1
c_450199756,true,0.4287,1
c_451838490,true,0.2759,1
c_453847467,false,0.3202,1
c_454052907,false,0.4174,1
c_455972560,false,0.2008,1
c_460974455,false,0.3342,1
c_461222959,true,0.3192,1
c_461576889,false,0.3005,1
c_465329305,false,0.7920,1
c_465680144,false,0.3465,1
c_465715339,true,0.4457,1
c_466068830,true,0.3977,1
c_468762842,false,0.2183,1
c_470096249,false,0.2774,1
c_474487263,false,0.2935,1
c_474718991,false,0.1104,1
c_475062324,false,0.2564,1
c_478644845,true,0.3192,1
c_479645384,false,0.3390,1
c_481277636,false,0.2165,1
c_483982092,false,0.3288,1
c_48490086,false,0.3345,1
c_485368165,false,0.1009,1
c_489281993,true,0.3901,1
c_489460667,false,0.3039,1
c_489972645,false,0.2487,1
c_492258182,false,0.3039,1
c_492379324,false,0.4195,1
c_494716403,false,0.2703,1
c_495428388,false,0.4095,1
c_49717724,false,0.2989,1
c_497824769,false,0.3193,1
c_5006458,false,0.4710,1
c_501271301,false,0.4679,1
c_505138130,false,0.2565,1
c_507124292,false,0.3939,1
c_507216164,false,0.2183,1
c_507640161,false,0.4195,1
c_508615021,false,0.2773,1
c_508938604,false,0.4735,1
c_509076290,false,0.3646,1
c_509693034,false,0.3798,1
c_510096383,false,0.2569,1
c_511259546,false,0.3977,1
c_511350922,false,0.7914,1
c_512884075,false,0.4195,1
c_515224882,false,0.2407,1
c_516455825,true,0.4050,1
c_518047810,false,0.3419,1
c_518624776,false,0.2544,1
c_5188726,false,0.2703,1
c_519801050,false,0.3342,1
c_522446320,false,0.4265,1
c_525287846,false,0.3586,1
c_529398103,false,0.3028,1
c_532956567,false,0.4477,1
c_533079487,false,0.3778,1
c_535094497,false,0.3646,1
c_537005538,false,0.4050,1
c_538169581,false,0.1614,1
c_538869641,true,0.2919,1
c_539162249,false,0.3797,1
c_542632548,false,0.3778,1
c_542782205,true,0.2807,1
c_543513898,false,0.3883,1
c_546498807,false,0.2920,1
c_547720957,false,0.3193,1
c_548713916,true,0.4287,1
c_54901363,false,0.3420,1
c_549023518,false,0.4239,1
c_549264279,false,0.3567,1
c_549547786,true,0.3798,1
c_551444244,false,0.3342,1
c_55240812,false,0.2797,1
c_555781382,false,0.3028,1
c_558507947,false,0.3028,1
c_559239075,false,0.0152,1
c_559246751,true,0.1176,1
c_56106793,false,0.3192,1
c_561864163,true,0.3355,1
c_562703048,false,0.3549,1
c_565667109,false,0.4174,1
c_565743734,false,0.2679,1
c_5733741,true,0.3355,1
c_580391923,false,0.2288,1
c_580613034,false,0.2649,1
c_581105213,true,0.4195,1
c_583747115,false,0.4384,1
c_58375214,true,0.1617,1
c_584878848,false,0.2462,1
c_585298607,true,0.3977,1
c_585494318,false,0.4692,1
c_587119833,false,0.3192,1
c_587158528,false,0.3424,1
c_588444446,false,0.2054,1
c_588758280,false,0.3426,1
c_589186855,false,0.2288,1
c_589719704,true,0.2689,1
c_5904996,false,0.0000,1
c_591454326,false,0.4550,1
c_592481165,false,0.0468,1
c_594581112,false,0.3586,1
c_596049851,true,0.3202,1
c_597486380,true,0.5078,1
c_597580909,false,0.3553,1
c_598122150,false,0.3468,1
c_598141849,false,0.3647,1
c_600869793,false,0.3183,1
c_604537136,false,0.2759,1
c_608845327,false,0.2549,1
c_609139308,false,0.3666,1
c_609719509,false,0.3390,1
c_609842612,false,0.3390,1
c_610454003,false,0.3028,1
c_614368625,true,0.4679,1
c_614406430,false,0.2763,1
c_614810920,true,0.5078,1
c_614865485,false,0.3739,1
c_616416650,false,0.2906,1
c_616691734,true,0.2462,1
c_616910723,true,0.5145,1
c_61792329,false,0.2807,1
c_618149506,false,0.3744,1
c_620734845,true,0.2244,1
c_622068312,false,0.1176,1
c_624588306,false,0.1315,1
c_626476793,false,0.2288,1
c_626689908,true,0.3358,1
c_626884278,false,0.2569,1
c_629693731,false,0.2913,1
c_629867343,false,0.3567,1
c_632866158,true,0.3333,1
c_633371797,false,0.3567,1
c_633655173,true,0.3778,1
c_633961814,false,0.5078,1
c_634740343,false,0.4195,1
c_637297513,false,0.3638,1
c_637712751,false,0.4148,1
c_639400430,true,0.3358,1
c_63986078,false,0.3666,1
c_640754434,true,0.3028,1
c_642367414,false,0.1861,1
c_646819130,false,0.7069,1
c_646977549,false,0.3797,1
c_649919254,false,0.3666,1
c_650088661,true,0.2797,1
c_653567105,true,0.3202,1
c_65717423,false,0.2165,1
c_657531637,false,0.2785,1
c_66116892,false,0.3939,1
c_661194677,true,0.2670,1
c_661370338,false,0.3638,1
c_661982228,true,0.4412,1
c_662896680,true,0.2906,1
c_66451278,true,0.3193,1
c_66537879,false,0.1680,1
c_66692782,true,0.4050,1
c_668072382,false,0.2288,1
c_668695663,true,0.3039,1
c_671639584,false,0.4239,1
c_671953999,false,0.2839,1
c_674131289,true,0.3120,1
c_677442195,false,0.3420,1
c_679891172,false,0.3333,1
c_680438590,true,0.2395,1
c_680448181,true,0.1619,1
c_681547497,false,0.3853,1
c_68213815,false,0.2568,1
c_683270258,true,0.1668,1
c_684289625,false,0.2619,1
c_684359829,true,0.2839,1
c_685452919,false,0.3646,1
c_686829487,false,0.3664,1
c_690863786,false,0.3247,1
c_69370459,true,0.3465,1
c_695381096,true,0.2008,1
c_70563300,false,0.3778,1
c_705749409,false,0.3739,1
c_70606235,false,0.2564,1
c_706198046,true,0.3202,1
c_714768274,false,0.3424,1
c_717693758,false,0.2505,1
c_718602557,true,0.3426,1
c_722212350,false,0.2935,1
c_723389752,true,0.0000,1
c_728202734,false,0.3663,1
c_728981441,false,0.2303,1
c_735837174,true,0.3778,1
c_737324367,false,0.3586,1
c_738335164,false,0.3553,1
c_741297598,false,0.3160,1
c_743200153,false,0.3769,1
c_743499007,false,0.3664,1
c_743594726,true,0.3333,1
c_746403636,true,0.0152,1
c_746812609,false,0.2752,1
c_74879530,false,0.2562,1
c_749027963,false,0.4073,1
c_749923491,true,0.4174,1
c_753356368,true,0.3646,1
c_757682522,false,0.2773,1
c_760107630,true,0.3664,1
c_76077728,false,0.3426,1
c_761083149,true,0.1686,1
c_761503872,false,0.2568,1
c_763402942,false,0.3666,1
c_763847627,false,0.3744,1
c_765506387,false,0.3744,1
c_766473476,false,0.2920,1
c_767764149,true,0.2785,1
c_76843824,false,0.0496,1
c_768687683,true,0.3230,1
c_771960759,true,0.3230,1
c_772281578,false,0.1040,1
c_775396942,true,0.2670,1
c_775422920,true,0.3567,1
c_776250710,false,0.4550,1
c_777962826,true,0.4851,1
c_778555928,false,0.3567,1
c_78032372,false,0.2670,1
c_781847509,false,0.3744,1
c_784244379,true,0.3797,1
c_788699480,true,0.1547,1
c_789108617,false,0.4306,1
c_790167194,false,0.3042,1
c_790779450,false,0.5284,1
c_791089089,true,0.3666,1
c_793997351,false,0.2688,1
c_794504760,false,0.3345,1
c_795526115,false,0.1104,1
c_796205430,true,0.3247,1
c_797190984,true,0.2008,1
c_797468359,false,0.3647,1
c_797995929,true,0.3468,1
c_798879962,false,0.3769,1
c_800651640,true,0.6058,1
c_801388233,false,0.2505,1
c_802516061,false,0.0543,1
c_804372620,false,0.3666,1
c_804402629,true,0.2763,1
c_804571961,false,0.4423,1
c_804597145,false,0.2935,1
c_805828914,true,0.3183,1
c_808224273,false,0.3586,1
c_80880051,true,0.4788,1
c_810901066,true,0.2906,1
c_811679621,false,0.3769,1
c_818535320,true,0.3342,1
c_818544524,false,0.3021,1
c_818973933,false,0.3342,1
c_820509737,false,0.3230,1
c_82106546,false,0.3638,1
c_821402088,false,0.3247,1
c_823561619,true,0.3192,1
c_824575725,false,0.3638,1
c_824825338,false,0.2562,1
c_825284974,false,0.4477,1
c_827208491,false,0.3183,1
c_828739470,false,0.3390,1
c_82979191,false,0.4148,1
c_832770467,false,0.3553,1
c_835024653,false,0.3345,1
c_836856058,false,0.5035,1
c_837911105,true,0.1608,1
c_838485586,false,0.4224,1
c_844514474,false,0.2963,1
c_844931912,true,0.4265,1
c_851943059,false,0.3419,1
c_852082039,false,0.6801,1
c_852183469,true,0.3124,1
c_85502316,false,0.0333,1
c_855901489,false,0.4309,1
c_857664053,false,0.4224,1
c_858142548,false,0.3077,1
c_858239432,false,0.3567,1
c_858754330,false,0.0000,1
c_858789639,false,0.4412,1
c_859216500,false,0.3136,1
c_859428294,false,0.3778,1
c_861069239,false,0.4195,1
c_861775476,false,0.3230,1
c_862120289,false,0.3647,1
c_862284635,false,0.4145,1
c_863774773,false,0.3019,1
c_864162052,false,0.3215,1
c_86905976,false,0.1633,1
c_869335382,false,0.3160,1
c_874039168,false,0.0000,1
c_875614911,false,0.2568,1
c_876077850,true,0.4477,1
c_876355916,false,0.3384,1
c_876712087,true,0.3778,1
c_879553786,true,0.2906,1
c_880283627,false,0.0000,1
c_880598776,false,0.3048,1
c_88473878,false,0.3358,1
c_885012170,false,0.2505,1
c_885372391,true,0.3977,1
c_887681298,false,0.3288,1
c_888740551,false,0.0000,1
c_88952849,true,0.1776,1
c_890472683,false,0.2067,1
c_890963278,false,0.2067,1
c_891126700,false,0.3862,1
c_892251286,false,0.3977,1
c_892427793,false,0.1176,1
c_894374405,false,0.3638,1
c_897350750,false,0.3647,1
c_90041934,false,0.2649,1
c_900844990,false,0.4287,1
c_903799216,false,0.2670,1
c_903877048,false,0.3567,1
c_904093739,true,0.3342,1
c_905082437,true,0.7069,1
c_905349890,false,0.3333,1
c_907309048,true,0.3862,1
c_908012089,false,0.2565,1
c_908129971,false,0.4969,1
c_908763226,true,0.2679,1
c_910003252,true,0.4287,1
c_913122133,false,0.0158,1
c_914673270,false,0.2067,1
c_91523066,true,0.4174,1
c_917778219,false,0.3202,1
c_918963277,false,0.3358,1
c_918979468,false,0.3230,1
c_922011706,false,0.1129,1
c_923730558,true,0.2303,1
c_926052296,true,0.2773,1
c_927280713,true,0.3345,1
c_929368625,false,0.3202,1
c_92982126,false,0.2008,1
c_930816441,false,0.4195,1
c_931528070,true,0.2165,1
c_933464832,false,0.3739,1
c_933548333,false,0.3424,1
c_936141381,false,0.1658,1
c_936279128,false,0.3739,1
c_937423447,false,0.3390,1
c_93994529,true,0.3028,1
c_94127270,false,0.2008,1
c_941665501,false,0.3017,1
c_94215,false,0.2649,1
c_943827704,false,0.2935,1
c_944206598,false,0.1966,1
c_944654361,true,0.3048,1
c_946739824,false,0.3647,1
c_946851059,false,0.3420,1
c_947366120,false,0.2759,1
c_94902734,false,0.4550,1
c_951427056,false,0.3039,1
c_951477217,true,0.3120,1
c_952114406,true,0.2565,1
c_952227386,true,0.3028,1
c_952678589,true,0.3230,1
c_95311556,false,0.3736,1
c_95444242,true,0.3663,1
c_956166407,false,0.3666,1
c_957907246,false,0.3028,1
c_957957984,false,0.3465,1
c_962920598,false,0.2025,1
c_964109049,false,0.2183,1
c_964309178,false,0.2565,1
c_9650923,true,0.2165,1
c_965842748,true,0.2832,1
c_966891264,true,0.3028,1
c_973851961,false,0.2505,1
c_97480244,false,0.5819,1
c_976453500,true,0.2684,1
c_979814684,false,0.4224,1
c_981954059,false,0.3489,1
c_982813856,false,0.4550,1
c_983760603,true,0.1668,1
c_985184981,false,0.3638,1
c_98763482,false,0.3426,1
c_989429368,false,0.2720,1
c_989692273,false,0.2720,1
c_992198577,false,0.2679,1
c_993130220,true,0.4050,1
c_994357941,false,0.3342,1
c_99697167,false,0.3646,1
c_997592088,false,0.2750,1
c_998666405,false,0.2774,1
c_1002567868,true,0.4224,2
c_1002747267,true,0.3192,2
c_100886157,false,0.3136,2
c_1009170679,false,0.2165,2
c_1009850069,false,0.3638,2
c_1010390571,true,0.4224,2
c_1012862839,true,0.4050,2
c_1013192848,false,0.3367,2
c_1017053119,false,0.3017,2
c_1017644369,false,0.3039,2
c_1018249155,false,0.4174,2
c_1018266027,false,0.1504,2
c_1019849833,false,0.4195,2
c_102041449,false,0.3202,2
c_1022084723,true,0.3202,2
c_1023366085,true,0.2679,2
c_1024176807,false,0.4794,2
c_1025001096,true,0.3420,2
c_1025696634,false,0.2288,2
c_1030645475,false,0.4174,2
c_103087302,false,0.2679,2
c_103241719,false,0.4692,2
c_1034123285,true,0.4195,2
c_1036492833,false,0.2183,2
c_1037792917,false,0.1499,2
c_1038660996,false,0.3739,2
c_1039200421,true,0.3355,2
c_104045138,true,0.0556,2
c_1041474698,false,0.5467,2
c_1042553173,true,0.4457,2
c_1043190619,false,0.0700,2
c_1043782904,false,0.3202,2
c_1045162022,false,0.3769,2
c_104674625,true,0.3247,2
c_1047194763,true,0.3342,2
c_1048060037,false,0.2935,2
c_1049619167,false,0.5467,2
c_1056684759,true,0.4477,2
c_1059867108,false,0.3419,2
c_1063519740,false,0.4951,2
c_1066046865,true,0.2679,2
c_1068144226,false,0.3646,2
c_107207908,false,0.4095,2
c_1072284879,false,0.2244,2
c_1074738376,false,0.7822,2
c_1077448995,true,0.3977,2
c_1077802585,false,0.4095,2
c_1079472664,true,0.3646,2
c_1079589,false,0.2008,2
c_107990461,false,0.2935,2
c_1081779435,false,0.2989,2
c_1084818261,false,0.3647,2
c_1086182019,false,0.3007,2
c_109019861,false,0.2548,2
c_1091000447,true,0.3465,2
c_1092918410,false,0.3140,2
c_1094370739,true,0.3215,2
c_1095638977,true,0.3039,2
c_1098309211,false,0.2763,2
c_1099430757,true,0.3042,2
c_1099663893,false,0.2773,2
c_109999371,true,0.2288,2
c_1101581774,false,0.3769,2
c_1102024188,false,0.2820,2
c_1102768033,true,0.3419,2
c_1104023817,false,0.2562,2
c_1104697616,false,0.1668,2
c_1105710144,true,0.3977,2
c_1107169322,false,0.2750,2
c_1109500523,false,0.3556,2
c_1111014911,false,0.2919,2
c_1111057678,true,0.3489,2
c_1111168705,true,0.4265,2
c_1112696012,true,0.5467,2
c_1116736783,false,0.7891,2
c_1118140052,true,0.3769,2
c_1119346613,false,0.3419,2
c_1120330039,false,0.3390,2
c_1120345453,false,0.4419,2
c_112225006,true,0.3390,2
c_1122739100,false,0.2679,2
c_1124052442,false,0.3646,2
c_1124681080,false,0.2752,2
c_1124966685,false,0.3345,2
c_1125350344,false,0.3028,2
