sequence_nr,activity_name,Resource,time,Responsible_actor,SUMleges,label,Aanleg,Bouw,Brandveilig_melding,Brandveilig_vergunning,Handelen_strijd,Kap,Milieu_melding,Milieu_neutraal_wijziging,Milieu_vergunning,Monument,Reclame,Sloop,monitoringResource,question,duration,weekday,hour,event_nr,last,remtime
3962262,enter senddate decision environmental permit,560673,2011-08-19 18:20:11,560696,185.46,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,8.05,4,18,38,false,49189
3962262,registration date publication,560454,2011-08-20 08:00:00,560696,185.46,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,20-8-2011 0:00:00,819.816666667,5,8,39,true,0
3963280,register submission date request,560673,2011-07-29 08:00:00,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560673,EMPTY,0,4,8,1,false,6517291
3963280,enter senddate acknowledgement,560673,2011-08-02 19:27:05,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,6447.08333333,1,19,2,false,6130466
3963280,registration date publication,560673,2011-08-20 08:00:00,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,20-8-2011 0:00:00,25232.9166667,5,8,3,false,4616491
3963280,enter senddate procedure confirmation,3122446,2011-10-10 18:40:40,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,74080.6666667,0,18,4,false,171651
3963280,register date environmental permit decision,560673,2011-10-11 08:00:00,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,799.333333333,1,8,5,false,123691
3963280,treat subcases completeness,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,18,6,false,438
3963280,by law,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,7,false,438
3963280,phase application receptive,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,18,8,false,438
3963280,phase application received,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,18,9,false,438
3963280,completed subcases content,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,18,10,false,438
3963280,subcases completeness completed,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,18,11,false,438
3963280,phase advice known,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,18,12,false,438
3963280,send confirmation receipt,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,18,13,false,438
3963280,ask stakeholders views,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,14,false,438
3963280,send procedure confirmation,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,18,15,false,438
3963280,creating environmental permit decision,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,18,16,false,438
3963280,treat subcases content,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,18,17,false,438
3963280,assessment of content completed,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,18,18,false,438
3963280,suspension ground applicable,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,19,false,438
3963280,grounds for refusal,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,20,false,438
3963280,inform BAG administrator,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,21,false,438
3963280,article 34  WABO applies,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,22,false,438
3963280,send confirmation receipt,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,True,0,2,18,23,false,438
3963280,no permit needed or only notification needed,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,24,false,438
3963280,applicant is stakeholder,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,True,0,2,18,25,false,438
3963280,terminate on request,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,26,false,438
3963280,forward to the competent authority,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,27,false,438
3963280,regular procedure without MER,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,True,0,2,18,28,false,438
3963280,suspend term,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,29,false,438
3963280,extend procedure term,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,30,false,438
3963280,procedure change,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,31,false,438
3963280,request complete,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,True,0,2,18,32,false,438
3963280,send letter in progress,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0,2,18,33,false,438
3963280,procedure change,560673,2011-10-12 18:14:13,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,2054.21666667,2,18,34,false,438
3963280,generating decision environmental permit,560673,2011-10-12 18:15:29,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,1.2666666667,2,18,35,false,362
3963280,phase decision taken,560673,2011-10-12 18:15:41,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.2,2,18,36,false,350
3963280,enter senddate decision environmental permit,560673,2011-10-12 18:21:31,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,18,37,false,0
3963280,transcript decision environmental permit to stakeholders,560673,2011-10-12 18:21:31,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,5.8333333333,2,18,38,true,0
3963963,register submission date request,560673,2011-07-29 08:00:00,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560673,EMPTY,0,4,8,1,false,2207262
3963963,phase application received,560673,2011-08-02 19:43:40,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,6463.66666667,1,19,2,false,1819442
3963963,terminate on request,560673,2011-08-02 19:43:43,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,False,0.05,1,19,3,false,1819439
3963963,send confirmation receipt,560673,2011-08-02 19:43:48,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,True,0.0833333333,1,19,4,false,1819434
3963963,no permit needed or only notification needed,560673,2011-08-02 19:44:01,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,False,0.2166666667,1,19,5,false,1819421
3963963,applicant is stakeholder,560673,2011-08-02 19:44:16,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,True,0.25,1,19,6,false,1819406
3963963,enter senddate acknowledgement,560673,2011-08-02 19:45:39,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,0,1,19,7,false,1819323
3963963,send confirmation receipt,560673,2011-08-02 19:45:39,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,1.3833333333,1,19,8,false,1819323
3963963,enter senddate retrieve missing data,560454,2011-08-11 08:00:00,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,12254.35,3,8,9,false,1084062
3963963,forward to the competent authority,560454,2011-08-15 21:32:26,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,False,6572.43333333,0,21,10,false,689716
3963963,regular procedure without MER,560454,2011-08-15 21:32:29,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,True,0.05,0,21,11,false,689713
3963963,send procedure confirmation,560454,2011-08-15 21:32:31,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,0,0,21,12,false,689711
3963963,enter senddate procedure confirmation,560454,2011-08-15 21:32:31,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,0.0333333333,0,21,13,false,689711
3963963,treat subcases completeness,560454,2011-08-15 21:32:37,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,0.1,0,21,14,false,689705
3963963,subcases completeness completed,560454,2011-08-15 21:32:38,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,0.0166666667,0,21,15,false,689704
3963963,procedure change,560454,2011-08-15 21:32:40,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,False,0.0333333333,0,21,16,false,689702
3963963,request complete,560454,2011-08-15 21:32:43,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,False,0.05,0,21,17,false,689699
3963963,term for supplying missing data,560454,2011-08-15 21:32:51,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,42,0.1333333333,0,21,18,false,689691
3963963,retrieve missing data,560454,2011-08-15 21:32:55,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,0.0666666667,0,21,19,false,689687
3963963,receive additional information,560454,2011-08-15 21:33:07,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,True,0.2,0,21,20,false,689675
3963963,enter receipt of additional data,560454,2011-08-15 21:33:08,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,other,0.0166666667,0,21,21,false,689674
3963963,MER present in supplement,560454,2011-08-15 21:33:11,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,False,0.05,0,21,22,false,689671
3963963,treat subcases completeness,560454,2011-08-17 21:45:27,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,2892.26666667,2,21,23,false,516135
3963963,subcases completeness completed,560454,2011-08-17 21:45:40,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0.2166666667,2,21,24,false,516122
3963963,procedure change,560454,2011-08-17 21:45:43,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.05,2,21,25,false,516119
3963963,phase application receptive,560454,2011-08-17 21:45:50,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0,2,21,26,false,516112
3963963,request complete,560454,2011-08-17 21:45:50,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,True,0.1166666667,2,21,27,false,516112
3963963,send letter in progress,560454,2011-08-17 21:45:52,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.0333333333,2,21,28,false,516110
3963963,treat subcases content,560454,2011-08-17 21:51:17,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,5.4166666667,2,21,29,false,515785
3963963,request further information,560454,2011-08-17 21:51:21,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.0666666667,2,21,30,false,515781
3963963,completed subcases content,560454,2011-08-17 21:51:29,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0.1333333333,2,21,31,false,515773
3963963,procedure change,560454,2011-08-17 21:51:36,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.1166666667,2,21,32,false,515766
3963963,article 34  WABO applies,560454,2011-08-17 21:51:41,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.0833333333,2,21,33,false,515761
3963963,phase advice known,560454,2011-08-17 21:51:43,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0,2,21,34,false,515759
3963963,assessment of content completed,560454,2011-08-17 21:51:43,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0.0333333333,2,21,35,false,515759
3963963,grounds for refusal,560454,2011-08-17 21:51:44,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.0166666667,2,21,36,false,515758
3963963,ask stakeholders views,560454,2011-08-17 21:51:46,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.0333333333,2,21,37,false,515756
3963963,suspension ground applicable,560454,2011-08-17 21:51:50,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.0666666667,2,21,38,false,515752
3963963,creating environmental permit decision,560454,2011-08-17 21:51:52,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0,2,21,39,false,515750
3963963,by law,560454,2011-08-17 21:51:52,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.0333333333,2,21,40,false,515750
3963963,registration date publication,560454,2011-08-20 08:00:00,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560696,20-8-2011 0:00:00,3488.13333333,5,8,41,false,306462
3963963,register date environmental permit decision,560673,2011-08-22 18:01:06,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0,0,18,42,false,97596
3963963,generating decision environmental permit,560454,2011-08-22 18:01:06,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,3481.1,0,18,43,false,97596
3963963,phase decision taken,560673,2011-08-23 20:50:25,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,1609.31666667,1,20,44,false,1037
3963963,transcript decision environmental permit to stakeholders,560673,2011-08-23 21:07:41,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,17.2666666667,1,21,45,false,1
3963963,enter senddate decision environmental permit,560673,2011-08-23 21:07:42,560454,408.855,true,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0.0166666667,1,21,46,true,0
3965191,register submission date request,560741,2011-08-01 08:00:00,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560741,EMPTY,0,0,8,1,false,1641600
3965191,phase application received,560741,2011-08-03 17:29:59,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,3449.98333333,2,17,2,false,1434601
3965191,send confirmation receipt,560741,2011-08-03 17:30:08,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560696,True,0.15,2,17,3,false,1434592
3965191,no permit needed or only notification needed,560741,2011-08-03 17:30:14,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560696,False,0.1,2,17,4,false,1434586
3965191,applicant is stakeholder,560741,2011-08-03 17:30:18,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560696,True,0.0666666667,2,17,5,false,1434582
3965191,terminate on request,560741,2011-08-03 17:30:22,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560696,False,0.0666666667,2,17,6,false,1434578
3965191,enter senddate acknowledgement,560741,2011-08-03 17:31:29,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,0,2,17,7,false,1434511
3965191,send confirmation receipt,560741,2011-08-03 17:31:29,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,1.1166666667,2,17,8,false,1434511
3965191,forward to the competent authority,560454,2011-08-09 18:25:13,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560696,False,8693.73333333,1,18,9,false,912887
3965191,regular procedure without MER,560454,2011-08-09 18:25:45,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,True,0.5333333333,1,18,10,false,912855
3965191,enter senddate procedure confirmation,560454,2011-08-09 18:27:18,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0,1,18,11,false,912762
3965191,send procedure confirmation,560454,2011-08-09 18:27:18,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,1.55,1,18,12,false,912762
3965191,treat subcases completeness,560454,2011-08-09 18:29:06,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,1.8,1,18,13,false,912654
3965191,subcases completeness completed,560454,2011-08-09 18:31:26,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,2.3333333333,1,18,14,false,912514
3965191,inform BAG administrator,560454,2011-08-09 18:33:18,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,1.8666666667,1,18,15,false,912402
3965191,suspend term,560454,2011-08-09 18:33:23,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.0833333333,1,18,16,false,912397
3965191,extend procedure term,560454,2011-08-09 18:33:26,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.05,1,18,17,false,912394
3965191,procedure change,560454,2011-08-09 18:33:54,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.4666666667,1,18,18,false,912366
3965191,phase application receptive,560454,2011-08-09 18:33:57,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0,1,18,19,false,912363
3965191,request complete,560454,2011-08-09 18:33:57,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,True,0.05,1,18,20,false,912363
3965191,send letter in progress,560454,2011-08-09 18:33:59,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.0333333333,1,18,21,false,912361
3965191,treat subcases content,560454,2011-08-09 18:34:30,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0.5166666667,1,18,22,false,912330
3965191,completed subcases content,560454,2011-08-15 17:09:47,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,8555.28333333,0,17,23,false,399013
3965191,procedure change,560454,2011-08-15 17:09:56,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.15,0,17,24,false,399004
3965191,article 34  WABO applies,560454,2011-08-15 17:09:59,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.05,0,17,25,false,399001
3965191,request further information,560454,2011-08-15 17:10:06,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.1166666667,0,17,26,false,398994
3965191,phase advice known,560454,2011-08-15 17:10:09,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0,0,17,27,false,398991
3965191,assessment of content completed,560454,2011-08-15 17:10:09,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0.05,0,17,28,false,398991
3965191,grounds for refusal,560454,2011-08-15 17:10:11,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.0333333333,0,17,29,false,398989
3965191,ask stakeholders views,560454,2011-08-15 17:10:13,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.0333333333,0,17,30,false,398987
3965191,suspension ground applicable,560454,2011-08-15 17:10:16,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.05,0,17,31,false,398984
3965191,creating environmental permit decision,560454,2011-08-15 17:10:18,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0,0,17,32,false,398982
3965191,by law,560454,2011-08-15 17:10:18,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,False,0.0333333333,0,17,33,false,398982
3965191,generating decision environmental permit,560454,2011-08-15 18:08:40,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0,0,18,34,false,395480
3965191,register date environmental permit decision,560673,2011-08-15 18:08:40,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,58.3666666667,0,18,35,false,395480
3965191,phase decision taken,560673,2011-08-16 18:33:00,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,1464.33333333,1,18,36,false,307620
3965191,transcript decision environmental permit to stakeholders,560673,2011-08-16 18:36:31,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0,1,18,37,false,307409
3965191,enter senddate decision environmental permit,560673,2011-08-16 18:36:31,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,3.5166666667,1,18,38,false,307409
3965191,generate publication document decision environmental permit,560673,2011-08-16 18:41:41,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,5.1666666667,1,18,39,false,307099
3965191,enter date publication decision environmental permit,560673,2011-08-20 08:00:00,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0,5,8,40,false,0
3965191,registration date publication,560454,2011-08-20 08:00:00,560454,181.245,false,0,0,0,0,0,0,0,0,0,0,0,1,560454,20-8-2011 0:00:00,5118.31666667,5,8,41,true,0
3971506,register submission date request,560696,2011-08-03 08:00:00,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,8,1,false,3073483
3971506,registration date publication,560696,2011-08-12 08:00:00,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,other,12960,4,8,2,false,2295883
3971506,other,560696,2011-09-01 08:00:00,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,28800,3,8,3,false,567883
3971506,phase application received,560696,2011-09-01 18:14:14,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,614.233333333,3,18,4,false,531029
3971506,terminate on request,560696,2011-09-01 18:15:16,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,1.0333333333,3,18,5,false,530967
3971506,send confirmation receipt,560696,2011-09-01 18:15:30,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0.2333333333,3,18,6,false,530953
3971506,forward to the competent authority,560696,2011-09-01 18:15:35,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0.0833333333,3,18,7,false,530948
3971506,regular procedure without MER,560696,2011-09-01 18:15:43,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,True,0.1333333333,3,18,8,false,530940
3971506,send procedure confirmation,560696,2011-09-01 18:16:05,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,3,18,9,false,530918
3971506,enter senddate procedure confirmation,560696,2011-09-01 18:16:05,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.3666666667,3,18,10,false,530918
3971506,applicant is stakeholder,560696,2011-09-01 18:16:18,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,True,0.2166666667,3,18,11,false,530905
3971506,inform BAG administrator,560696,2011-09-01 18:16:25,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0.1166666667,3,18,12,false,530898
3971506,suspend term,560696,2011-09-01 18:16:35,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0.1666666667,3,18,13,false,530888
3971506,extend procedure term,560696,2011-09-01 18:16:44,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0.15,3,18,14,false,530879
3971506,treat subcases completeness,560696,2011-09-01 18:18:05,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,1.35,3,18,15,false,530798
3971506,subcases completeness completed,560696,2011-09-01 18:18:11,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.1,3,18,16,false,530792
3971506,procedure change,560696,2011-09-01 18:18:19,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,True,0.1333333333,3,18,17,false,530784
3971506,phase application receptive,560696,2011-09-01 18:18:27,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,3,18,18,false,530776
3971506,request complete,560696,2011-09-01 18:18:27,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,True,0.1333333333,3,18,19,false,530776
3971506,no permit needed or only notification needed,560696,2011-09-07 21:44:20,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,True,8845.88333333,2,21,20,false,23
3971506,other,560696,2011-09-07 21:44:30,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.1666666667,2,21,21,false,13
3971506,phase procedure aborted,560696,2011-09-07 21:44:36,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,21,22,false,7
3971506,register deadline,560696,2011-09-07 21:44:36,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.1,2,21,23,false,7
3971506,close case,560696,2011-09-07 21:44:43,560696,0,false,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.1166666667,2,21,24,true,0
3975543,register submission date request,560673,2011-08-04 08:00:00,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560673,EMPTY,0,3,8,1,false,1690652
3975543,phase application received,560673,2011-08-08 17:35:24,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,6335.4,0,17,2,false,1310528
3975543,send confirmation receipt,560673,2011-08-08 17:35:30,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560696,True,0.1,0,17,3,false,1310522
3975543,no permit needed or only notification needed,560673,2011-08-08 17:35:37,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560696,False,0.1166666667,0,17,4,false,1310515
3975543,applicant is stakeholder,560673,2011-08-08 17:35:41,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560696,True,0.0666666667,0,17,5,false,1310511
3975543,terminate on request,560673,2011-08-08 17:35:44,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560696,False,0.05,0,17,6,false,1310508
3975543,send confirmation receipt,560673,2011-08-08 17:38:31,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,0,0,17,7,false,1310341
3975543,enter senddate acknowledgement,560673,2011-08-08 17:38:31,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560696,EMPTY,2.7833333333,0,17,8,false,1310341
3975543,forward to the competent authority,560454,2011-08-18 00:02:18,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560696,False,13343.7833333,3,0,9,false,509714
3975543,regular procedure without MER,560454,2011-08-18 00:02:20,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560454,True,0.0333333333,3,0,10,false,509712
3975543,registration date publication,560454,2011-08-20 08:00:00,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560454,20-8-2011 0:00:00,3357.66666667,5,8,11,false,308252
3975543,inform BAG administrator,560454,2011-08-22 16:02:33,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560454,False,3362.55,0,16,12,false,106499
3975543,send procedure confirmation,560454,2011-08-22 16:02:40,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0.1166666667,0,16,13,false,106492
3975543,enter senddate procedure confirmation,560454,2011-08-22 16:02:41,560454,143.31,false,0,1,0,0,0,0,0,0,0,0,0,1,560454,EMPTY,0.0166666667,0,16,14,false,106491
