case_id,ground_truth,predictions_true,nr_prefixes
210722,612674.0000,1638429.04583,1
210725,681250.0000,293389.170833,1
210731,0.0000,437509.6375,1
210734,1584117.0000,409672.7625,1
210737,1579189.0000,432290.429167,1
210740,50.0000,1677757.02083,1
210743,0.0000,406057.883333,1
210746,0.0000,657385.145833,1
210749,0.0000,1025463.57917,1
210755,191.0000,435678.271528,1
210758,786896.0000,990262.454167,1
210761,1572256.0000,929726.670833,1
210764,10939.0000,456107.645833,1
210767,22001.0000,290084.141667,1
210770,1288291.0000,1616081.92083,1
210782,283248.0000,1568649.64167,1
210788,73840.0000,1906515.88333,1
210791,709503.0000,827753.641667,1
210794,931992.0000,526864.816667,1
210797,667.0000,474740.145833,1
210800,371715.0000,1363271.19583,1
210806,759782.0000,2291210.32611,1
210809,185252.0000,1299692.85833,1
210812,1560637.0000,2139285.90417,1
210815,868295.0000,620933.608333,1
210827,688072.0000,1058745.88333,1
210830,1392387.0000,1476110.4875,1
210833,770318.0000,1988872.15417,1
210836,1550734.0000,1125968.62917,1
210848,1556335.0000,1581273.7125,1
210854,9711.0000,686962.833333,1
210857,1574666.0000,451485.5,1
210860,1895741.0000,569266.366667,1
210863,0.0000,308848.145833,1
210866,2006652.0000,217238.8625,1
210872,1456243.0000,612958.295833,1
210878,764974.0000,1060762.94583,1
210881,21469.0000,1070609.52917,1
210887,0.0000,221457.795833,1
210890,1375777.0000,1369749.73542,1
210911,1560922.0000,2218890.175,1
210914,855401.0000,188933.541667,1
210917,69608.0000,303994.066667,1
210920,0.0000,595476.4125,1
210923,874912.0000,1603828.99167,1
210926,191203.0000,1247546.88889,1
210929,0.0000,282735.004167,1
210932,66160.0000,574270.558333,1
210941,10896.0000,548227.3625,1
210944,14130.0000,665140.633333,1
210947,13897.0000,429365.0375,1
210957,1998183.0000,725988.733333,1
210960,74836.0000,477839.0125,1
210963,268231.0000,38528.0758333,1
210966,1292181.0000,684440.791667,1
210969,1283999.0000,356130.3125,1
210972,1566174.0000,1659103.50833,1
210975,0.0000,704231.058333,1
210984,1648223.0000,1739245.07083,1
210987,1817495.0000,930027.045833,1
210996,1734.0000,88973.8666667,1
211002,1300929.0000,1072647.225,1
211008,84238.0000,512019.583333,1
211011,617205.0000,899773.495833,1
211014,13124.0000,340886.970833,1
211020,0.0000,2217824.7,1
211023,10571.0000,257753.7875,1
211026,10913.0000,1042415.84167,1
211029,689529.0000,792023.608333,1
211032,1991492.0000,613742.529167,1
211035,1535255.0000,1895027.43333,1
211038,938322.0000,1476591.18333,1
211044,1963466.0000,1260471.26667,1
211047,0.0000,602842.125,1
211050,1980614.0000,357561.322917,1
211053,1411606.0000,833677.545833,1
211056,256298.0000,509529.591667,1
211059,1551845.0000,592467.875,1
211068,256091.0000,604961.083333,1
211071,414794.0000,1785222.59167,1
211074,598751.0000,816586.6,1
211077,327.0000,1362751.21667,1
211080,0.0000,568631.5375,1
211083,1968888.0000,1483123.61667,1
211086,785288.0000,739978.041667,1
211092,0.0000,1130120.12576,1
211095,1278984.0000,985534.7,1
211098,947119.0000,1019744.5375,1
211101,1982324.0000,1284627.62083,1
211104,1978238.0000,1537226.1125,1
211107,0.0000,79179.5916667,1
211110,665741.0000,1039255.49583,1
211113,845898.0000,160983.25,1
211116,67998.0000,1011360.7441,1
211119,100591.0000,833685.3375,1
211122,765830.0000,807493.675,1
211125,597707.0000,1851074.39167,1
211131,75605.0000,1234233.51667,1
211134,770003.0000,898469.625,1
211137,1694.0000,1950484.59167,1
211140,1803097.0000,1270640.15833,1
211143,0.0000,1849532.02917,1
211146,0.0000,831845.9,1
211149,414.0000,1271325.8125,1
211152,64927.0000,623251.258333,1
211155,923947.0000,1712928.35833,1
211158,1791559.0000,98382.4916667,1
211161,792.0000,1445615.00833,1
211164,1293966.0000,1988819.0375,1
211176,1555404.0000,532901.433333,1
211179,260622.0000,1146963.86667,1
211182,1907665.0000,802810.204167,1
211188,137.0000,244311.270833,1
211191,0.0000,872256.179167,1
211194,151154.0000,256799.758333,1
211197,790060.0000,1037260.05521,1
211212,755787.0000,1365271.95812,1
211221,85966.0000,905654.866667,1
211224,530751.0000,272769.533333,1
211227,1018105.0000,1345048.76667,1
211233,1741097.0000,1321363.5875,1
211239,0.0000,1190749.39583,1
211242,1724570.0000,741621.158333,1
211245,766541.0000,684115.525,1
211248,779140.0000,953249.141667,1
211254,691078.0000,1376558.25417,1
211257,1175109.0000,1448972.48333,1
211260,1722754.0000,2052891.0875,1
211263,1824407.0000,990860.925,1
211269,755590.0000,1156985.01667,1
211272,0.0000,327479.84375,1
211275,1455935.0000,1900903.2625,1
211278,1492623.0000,1505019.52917,1
211281,773578.0000,1506933.44167,1
211284,0.0000,892058.7375,1
211287,773333.0000,1239114.19167,1
211299,398497.0000,758926.809028,1
211314,956625.0000,441999.966667,1
211317,1125624.0000,1271577.4875,1
211323,846046.0000,1088064.20833,1
211329,1799804.0000,1058745.88333,1
211332,1498382.0000,2210812.74583,1
211335,1900919.0000,772492.691667,1
211338,700821.0000,1915925.125,1
211341,0.0000,212200.516667,1
211344,0.0000,1250655.66667,1
211357,603732.0000,1335996.9625,1
211360,1120868.0000,1209275.05417,1
211363,14239.0000,223647.058333,1
211366,0.0000,42372.7541667,1
211372,15619.0000,543680.504167,1
211375,0.0000,566779.779167,1
211378,229.0000,897034.2375,1
211381,767535.0000,680045.358333,1
211384,881971.0000,191375.175,1
211387,0.0000,93773.2458333,1
211390,1896078.0000,411688.826389,1
211393,507710.0000,1906791.00417,1
211396,154237.0000,356523.208333,1
211399,851835.0000,958066.329167,1
211402,1827669.0000,1102151.725,1
211405,0.0000,195168.941667,1
211408,1376091.0000,1061771.79167,1
211411,522709.0000,1631640.77083,1
211417,1290604.0000,476146.804167,1
211420,4895.0000,162227.65,1
211423,698528.0000,1544284.19583,1
211432,1490404.0000,1458882.82083,1
211435,1897048.0000,1258563.27917,1
211438,0.0000,2169017.625,1
211441,776950.0000,1705553.84167,1
211444,872308.0000,1616928.28333,1
211447,107487.0000,524514.720833,1
211453,0.0000,921929.275,1
211456,1882072.0000,2047495.90833,1
211459,1822231.0000,641428.9375,1
211462,16319.0000,1329448.8625,1
211465,162908.0000,1394541.69167,1
211483,274218.0000,1515471.97083,1
211489,1099820.0000,1621439.775,1
211492,40.0000,1190354.95833,1
211495,0.0000,756597.983333,1
211498,6708.0000,1143609.19583,1
211501,0.0000,1618732.3625,1
211507,711815.0000,1213022.39833,1
211510,10267.0000,660542.8875,1
211513,1875.0000,1553915.60417,1
211525,1782000.0000,1478014.32917,1
211528,1394860.0000,1203081.3375,1
211534,0.0000,522640.345833,1
211540,59034.0000,790679.6,1
211543,762371.0000,737947.208333,1
211549,714690.0000,1450255.89167,1
211552,1293991.0000,1158889.75833,1
211555,842566.0000,1773371.23333,1
211558,80245.0000,382827.941667,1
211564,1040824.0000,448749.391667,1
211567,1649292.0000,746178.65,1
211570,1399230.0000,1566106.93333,1
211573,450165.0000,1290182.825,1
211576,766167.0000,1627095.70833,1
211579,269.0000,692353.295833,1
211582,0.0000,1433853.0125,1
211588,774650.0000,351474.5625,1
211591,0.0000,2770442.64167,1
211594,261821.0000,474940.264583,1
211597,0.0000,587317.191667,1
211600,0.0000,414901.141667,1
211603,766182.0000,3546176.92917,1
211606,1126113.0000,1297788.525,1
211612,0.0000,323750.0875,1
211615,106881.0000,1059151.03333,1
211621,0.0000,162732.767708,1
211624,1826190.0000,1180152.5,1
211627,22195.0000,478460.770833,1
211633,1246860.0000,1822789.93333,1
211643,24148.0000,1036260.04583,1
211649,1373981.0000,2208619.94583,1
211652,1393308.0000,420623.65,1
211655,21617.0000,558934.871667,1
211661,200600.0000,263755.225,1
211664,94430.0000,1392368.03333,1
211670,751619.0000,1737609.0975,1
211673,0.0000,1551324.11667,1
211676,28.0000,264870.7875,1
211688,0.0000,542119.533333,1
211691,1037163.0000,1577425.76667,1
211697,0.0000,340324.395833,1
211706,1804855.0000,1921334.43333,1
211709,1729314.0000,1187069.05833,1
211712,1382943.0000,2644328.94167,1
211715,1713205.0000,1632881.175,1
211718,20675.0000,1385230.02083,1
211721,1220.0000,1244723.68333,1
211724,1109439.0000,960019.7625,1
211727,23962.0000,315097.552778,1
211736,18991.0000,581863.65,1
211739,0.0000,605173.579167,1
211742,1807289.0000,496376.830556,1
211745,0.0000,651022.410417,1
211748,1318590.0000,1342728.01667,1
211751,1712969.0000,1087403.925,1
211757,111011.0000,962957.570833,1
211760,15277.0000,1609009.1,1
211763,577364.0000,1627941.19167,1
211766,0.0000,651932.240903,1
211769,173650.0000,1194863.22917,1
211778,772484.0000,2230508.9625,1
211781,0.0000,493258.35,1
211784,1789129.0000,1325712.67083,1
211790,1718328.0000,1392907.75833,1
211793,0.0000,1622974.81667,1
211799,11408.0000,508504.4,1
211811,232308.0000,1810408.25417,1
211814,0.0000,1567815.3,1
211817,1026118.0000,1256579.94167,1
211823,0.0000,436974.229167,1
211826,0.0000,1151642.17083,1
211829,517115.0000,1642919.40417,1
211841,1359240.0000,964463.816667,1
211847,1608813.0000,1819140.90417,1
211850,1104825.0000,1463814.26042,1
211853,457.0000,843132.116667,1
211859,757237.0000,1453221.26667,1
211871,1011809.0000,1527777.675,1
211874,1801124.0000,1599424.75,1
211880,608655.0000,317429.829167,1
211883,1143907.0000,2082610.55583,1
211892,49947.0000,188198.815278,1
211898,456608.0000,1572397.5625,1
211901,624153.0000,1050131.8875,1
211904,1020743.0000,1313283.24583,1
211907,694742.0000,1776274.15,1
211913,1035228.0000,1875325.125,1
211916,1295804.0000,1554677.275,1
211919,386.0000,534792.075,1
211925,1778911.0000,1256384.98333,1
211928,1297634.0000,1901334.8375,1
211931,626.0000,544684.933333,1
211937,106258.0000,1246823.3125,1
211940,1248448.0000,1371166.6875,1
211946,673137.0000,684051.279167,1
211949,711106.0000,2163365.025,1
211952,697498.0000,1330544.31667,1
211955,1692328.0000,105371.4875,1
211958,0.0000,249429.175,1
211961,13526.0000,1418930.15,1
211964,1314385.0000,1250775.75833,1
211967,1329435.0000,1399824.9,1
211970,1331726.0000,2187511.80417,1
211973,12278.0000,2230905.05417,1
211979,464912.0000,1619312.36667,1
211988,1207121.0000,904362.970833,1
211994,2889.0000,947104.716667,1
211997,536911.0000,1600722.37917,1
212003,696188.0000,1530365.9125,1
212009,708441.0000,1446996.84167,1
212012,1042704.0000,761556.7875,1
212015,7900.0000,296141.404167,1
212018,4616.0000,841755.175,1
212021,702401.0000,1038363.25,1
212037,5153.0000,1446244.27083,1
212040,1736362.0000,1000816.21667,1
212043,1547881.0000,1747932.0125,1
212052,1038194.0000,1171333.90833,1
212055,1302286.0000,991043.491667,1
212058,8175.0000,1547379.10417,1
212061,1033459.0000,1156640.75417,1
212064,3809.0000,297912.279167,1
212067,3368.0000,572096.879167,1
212070,2237.0000,1489864.85,1
212073,698.0000,513992.866667,1
212079,1174.0000,609665.783333,1
212082,1033990.0000,939212.945833,1
212085,555.0000,1262745.47083,1
212088,0.0000,310125.808333,1
212091,604586.0000,1838285.5125,1
212100,193.0000,895419.533333,1
212103,1223451.0000,1351533.72917,1
212106,0.0000,393056.979167,1
212109,603721.0000,1336922.36667,1
212115,1651819.0000,1789663.52917,1
212118,1640611.0000,431167.504167,1
212121,184223.0000,1230849.425,1
212124,432.0000,313494.8625,1
212127,0.0000,656261.329167,1
212130,118.0000,1486991.65,1
212136,3045.0000,760259.066667,1
212139,1724274.0000,816252.641667,1
212145,347855.0000,459869.366667,1
212154,1052788.0000,445362.962847,1
212157,1658524.0000,692958.816667,1
212160,0.0000,288210.241667,1
212163,1652751.0000,1414979.95417,1
212166,1101950.0000,397729.008333,1
212172,759525.0000,1618521.35,1
212175,695242.0000,575506.795833,1
212181,0.0000,1914415.4625,1
212184,1657273.0000,492458.541667,1
212187,755547.0000,1624681.21667,1
212190,0.0000,843731.634722,1
212196,1016223.0000,1003082.925,1
212205,0.0000,1028215.36042,1
212214,32281.0000,689786.283333,1
212223,1651948.0000,1286922.425,1
212226,1551999.0000,942011.945833,1
212232,1269439.0000,2230896.97083,1
212235,750859.0000,996586.920833,1
212238,1720484.0000,2037791.85,1
212244,435525.0000,425657.297708,1
212247,1192051.0000,567391.8875,1
212250,358040.0000,1619858.55937,1
212262,964.0000,261100.579167,1
212265,1574575.0000,2075109.7625,1
212268,1708730.0000,447482.434722,1
212271,1624463.0000,1273612.37083,1
212274,1662311.0000,1462512.82917,1
212277,0.0000,248921.184028,1
212280,1693237.0000,961965.491667,1
212283,1226315.0000,1096134.25417,1
212286,1618485.0000,102421.133333,1
212289,1185609.0000,1592134.97083,1
212295,1023498.0000,1067649.12083,1
212298,1039685.0000,1331616.99583,1
212301,696249.0000,1868616.575,1
212304,0.0000,371451.166667,1
212313,603290.0000,1222926.31667,1
212331,1062581.0000,630089.041667,1
212334,0.0000,188628.45,1
212340,1227356.0000,1238682.1,1
212346,1226751.0000,1894369.34583,1
212349,1564995.0000,631195.8,1
212355,365191.0000,952499.0375,1
212361,1580460.0000,1169240.0875,1
212364,0.0000,638247.35,1
212370,1152701.0000,1832501.19583,1
212377,12655.0000,887693.675,1
212383,1049543.0000,1126904.72083,1
212386,0.0000,1051784.4,1
212392,0.0000,200114.467778,1
212395,0.0000,413841.779167,1
212398,1551399.0000,747836.333333,1
212401,0.0000,296788.920833,1
212404,0.0000,194924.9125,1
212407,0.0000,349215.0875,1
212410,0.0000,346008.379167,1
212413,425598.0000,1049352.39167,1
212416,0.0000,188628.45,1
212419,1578628.0000,1827733.94583,1
212425,1204369.0000,1518799.16667,1
212428,944424.0000,1244218.225,1
212440,1065160.0000,1018843.3,1
212443,82987.0000,640636.55,1
212449,949885.0000,1111283.3625,1
212455,949824.0000,1356743.0,1
212458,1195952.0000,1229731.35,1
212461,0.0000,445501.85,1
212464,1638741.0000,1271371.32083,1
212467,1202506.0000,775618.316667,1
212476,0.0000,395120.395833,1
212479,1456953.0000,1391030.21667,1
212485,0.0000,636426.120833,1
212488,69917.0000,988786.945833,1
212491,1562993.0000,1110986.5625,1
212494,0.0000,754564.033333,1
212497,1462316.0000,585044.720833,1
212500,0.0000,499767.639931,1
212506,1616151.0000,328953.4375,1
212512,1631119.0000,2069294.9,1
212515,1798.0000,1668916.1375,1
212521,1548570.0000,393531.95,1
212524,1450203.0000,820890.758333,1
212527,8794.0000,135354.45,1
212530,1445954.0000,1506406.73333,1
212542,0.0000,641841.975,1
212548,1203715.0000,1310241.3875,1
212554,668282.0000,1527103.71667,1
212557,1173145.0000,1681328.46667,1
212560,911923.0000,599897.825,1
212563,1118949.0000,1457803.725,1
212566,1437824.0000,734856.829167,1
212569,0.0000,1718320.35,1
212572,3462.0000,182301.341667,1
212575,58108.0000,835057.708333,1
212578,663177.0000,544802.283333,1
212590,557300.0000,911497.395833,1
212593,1097535.0000,1318088.15833,1
212596,739.0000,135080.341667,1
212602,915157.0000,1172689.09583,1
212605,894214.0000,1346681.66667,1
212608,1123115.0000,1337617.52917,1
212611,543727.0000,1942333.87083,1
212614,1067656.0000,1166008.12917,1
212617,1065014.0000,1122321.16667,1
212620,0.0000,42728.6291667,1
212623,1373985.0000,1563261.27083,1
212626,1564833.0000,522926.275,1
212632,1117154.0000,1720613.05417,1
212635,1555724.0000,748442.6625,1
212638,0.0000,230857.9125,1
212644,874084.0000,1569518.875,1
212647,1386534.0000,2608434.22083,1
212653,0.0000,1215581.05833,1
212659,111.0000,249148.7375,1
212662,7258.0000,1601588.74167,1
212665,1131954.0000,1661559.77083,1
212668,0.0000,623774.826389,1
212671,1380206.0000,1022328.28333,1
212674,1476783.0000,681490.470833,1
212680,11265.0000,9659.27083333,1
212683,17255.0000,627910.6375,1
212689,1569072.0000,1181194.89167,1
212692,857954.0000,1333492.39167,1
212698,514010.0000,1815603.05417,1
212701,1119423.0000,758575.245833,1
212704,1363802.0000,1736722.59583,1
212707,0.0000,1146641.6,1
212710,1145409.0000,1727474.6875,1
212716,0.0000,1189551.03333,1
212725,1364681.0000,1190228.86667,1
212728,156910.0000,2039413.175,1
212737,1113995.0000,1844605.20833,1
212743,166814.0000,1285128.92917,1
212746,3909.0000,576438.2125,1
212749,0.0000,147511.925,1
212752,0.0000,163010.0,1
212755,1469568.0000,1029704.57917,1
212761,1538392.0000,1659961.3875,1
212764,1100416.0000,1284489.87083,1
212767,518319.0000,2308094.4375,1
212770,167543.0000,451967.870833,1
212773,954458.0000,1050726.75833,1
212776,1107594.0000,1677448.80417,1
212779,1108923.0000,2114057.15417,1
212785,1108015.0000,695539.6375,1
212794,0.0000,385713.229167,1
212803,684322.0000,1115016.37083,1
212806,1318414.0000,1797081.91667,1
212812,1392004.0000,1454119.50833,1
212815,947020.0000,1499181.3,1
212818,127.0000,378498.6,1
212821,0.0000,1384481.12083,1
212824,1366339.0000,1079875.84167,1
212830,706368.0000,922539.829167,1
212833,1378570.0000,1355230.87917,1
212836,1383667.0000,1542334.66667,1
212842,1369629.0000,707505.545833,1
212845,1382683.0000,1212052.775,1
212848,724430.0000,642758.5625,1
212851,1288023.0000,505362.270833,1
212857,850496.0000,1416962.175,1
212860,0.0000,394667.8625,1
212866,0.0000,584656.2,1
212872,16082.0000,1483503.50833,1
212875,881636.0000,1372336.73333,1
212878,1319105.0000,151367.745833,1
212881,33335.0000,721421.254167,1
212887,1296541.0000,228835.766667,1
212890,2157.0000,480309.970833,1
212893,0.0000,1395890.00417,1
212902,0.0000,743869.520833,1
212905,1361392.0000,856905.2625,1
212908,1291602.0000,1564637.25417,1
212911,851969.0000,1956385.23333,1
212914,1389442.0000,981488.570833,1
212917,1374062.0000,975544.2375,1
212920,634304.0000,2561034.05,1
212923,856700.0000,1130724.9025,1
212926,0.0000,752062.541667,1
212929,1190339.0000,760224.366667,1
212932,1272742.0000,1342918.01667,1
212944,1176024.0000,1270473.46667,1
212947,951716.0000,449081.266667,1
212950,741320.0000,930079.325,1
212953,877431.0000,504395.325,1
212962,0.0000,484660.966389,1
212965,1219235.0000,368603.466667,1
212971,0.0000,910852.8375,1
212974,890009.0000,248737.423611,1
212977,1189876.0000,574890.779167,1
212983,864397.0000,2387487.79583,1
212986,33001.0000,1030897.82917,1
212989,810016.0000,516283.379167,1
212995,1371389.0000,957588.120833,1
212998,32677.0000,1214422.74167,1
213001,935711.0000,1470746.11667,1
213004,1013853.0000,2108508.32083,1
213007,1371501.0000,1013906.48333,1
213010,1263435.0000,1559443.25417,1
213013,1035943.0000,961749.545833,1
213019,1199346.0000,1144242.69167,1
213025,0.0000,1288845.24861,1
213031,1378638.0000,892076.279167,1
213043,0.0000,660265.761667,1
213046,1277517.0000,1868044.07333,1
213052,1280683.0000,1380499.625,1
213058,0.0000,1012297.875,1
213064,831242.0000,1190431.43333,1
213070,686299.0000,356406.240833,1
213076,674765.0000,1382026.40417,1
213079,209.0000,20635.05,1
213082,1317171.0000,1297172.06667,1
213085,1214483.0000,564688.7,1
213088,1305240.0000,447658.558333,1
213091,1284517.0000,1618862.625,1
213094,1624.0000,1415840.12917,1
213097,342047.0000,1493042.84583,1
213117,0.0000,132888.65,1
213120,0.0000,738593.28125,1
213123,848879.0000,1221847.02917,1
213126,663046.0000,1432384.38333,1
213132,1017706.0000,2111044.21667,1
213135,1393752.0000,1155674.1125,1
213141,1219735.0000,1123912.07083,1
213144,710922.0000,1224023.04583,1
213147,0.0000,551571.595833,1
213150,1402416.0000,1675868.16667,1
213153,0.0000,1327061.51667,1
213159,956643.0000,1495791.38333,1
213162,20070.0000,1347688.79167,1
213174,0.0000,1242887.7875,1
213177,0.0000,294318.866667,1
213180,96365.0000,925866.783333,1
213183,0.0000,257914.066667,1
213186,2965.0000,1294331.93472,1
213189,808219.0000,1042242.09583,1
213192,914075.0000,669211.345833,1
213195,705074.0000,1870923.9,1
213198,1393814.0000,2294562.99583,1
213201,858022.0000,1499106.5,1
213207,51092.0000,1481331.72083,1
213210,1366402.0000,2135395.66667,1
213213,649761.0000,1437052.54167,1
213216,0.0000,295641.475,1
213219,96451.0000,698182.591667,1
213225,1511.0000,1273370.01667,1
213228,1345381.0000,1531546.32083,1
213231,1299441.0000,1550697.17708,1
213234,693393.0000,560950.241667,1
213240,113612.0000,1243128.37917,1
213243,14335.0000,962307.695833,1
213246,194514.0000,2693701.6125,1
213249,1311219.0000,1017301.2125,1
213252,21529.0000,1537319.2125,1
213258,1203970.0000,340526.591667,1
213261,699729.0000,1324509.8025,1
213264,950988.0000,907549.104167,1
213267,281093.0000,451694.4625,1
213273,1202372.0000,839605.866667,1
213276,1388363.0000,1149899.28333,1
213279,862416.0000,1423843.2625,1
213282,863788.0000,1127359.58333,1
213285,0.0000,144891.908333,1
213288,1348534.0000,1362052.27083,1
213291,964612.0000,1008580.01667,1
213294,794404.0000,827597.375,1
213300,846096.0000,1642529.07917,1
213303,872656.0000,199334.061111,1
213306,1304593.0000,931393.729167,1
213309,273321.0000,891700.069444,1
213312,0.0000,879336.054167,1
213321,84259.0000,386121.7875,1
213330,1224151.0000,753718.904167,1
213339,942073.0000,1244570.25417,1
213342,1297499.0000,1431043.23333,1
213348,192443.0000,558592.266667,1
213354,685066.0000,555561.5,1
213366,798818.0000,1589972.825,1
213369,178775.0000,632125.15,1
213372,0.0000,1076076.01667,1
213375,943312.0000,688355.270833,1
213378,254647.0000,1389955.8125,1
213381,1200758.0000,1030301.81667,1
213384,1180063.0000,2876415.6875,1
213390,1223697.0000,1884442.74167,1
213393,1203193.0000,899102.95,1
213399,0.0000,994242.9125,1
213402,849108.0000,1032622.34167,1
213405,841762.0000,1565333.50833,1
213411,680104.0000,1208529.73611,1
213414,1266145.0000,910849.9875,1
213417,1353694.0000,2201599.1875,1
213420,1351889.0000,1361094.75833,1
213423,1284641.0000,1617564.4625,1
213426,241255.0000,1002079.12083,1
213429,182853.0000,551987.641667,1
213432,1295372.0000,554633.004167,1
213438,1009068.0000,1213323.64167,1
213441,0.0000,117419.233333,1
213444,0.0000,1169591.025,1
213447,0.0000,87332.1805556,1
213450,748766.0000,1164973.55833,1
213456,1349948.0000,1348779.65833,1
213459,682775.0000,662538.958333,1
213462,0.0000,954229.15,1
213465,936089.0000,1617471.32083,1
213468,1258187.0000,1855011.32083,1
213474,863445.0000,1799857.55833,1
213477,1285863.0000,647502.185764,1
213489,31979.0000,1538552.54792,1
213492,843815.0000,451821.75,1
213495,664579.0000,2069355.4375,1
213498,1350091.0000,589965.158333,1
213501,1363992.0000,1302582.88333,1
213504,0.0000,238216.575,1
213507,1344105.0000,305751.1625,1
213510,94.0000,501873.2625,1
213513,1005723.0000,1989021.12917,1
213519,584369.0000,564773.108333,1
213522,5427.0000,205489.139583,1
213525,0.0000,651517.354167,1
213534,446.0000,213065.704167,1
213543,796533.0000,872487.266667,1
213546,40834.0000,388444.9375,1
213557,0.0000,1405074.1375,1
213563,0.0000,375311.241667,1
213569,505.0000,415463.1375,1
213572,1235247.0000,902590.220833,1
213575,886843.0000,1268073.58958,1
213578,0.0000,24783.875,1
213597,798977.0000,141120.833333,1
213600,687747.0000,2384571.39583,1
213603,13913.0000,882661.195833,1
213609,1305537.0000,2515378.67917,1
213612,0.0000,112188.316667,1
213615,865723.0000,1643068.62847,1
213621,802645.0000,1255668.99167,1
213624,628908.0000,1046795.94167,1
213630,798755.0000,1779400.11667,1
213633,0.0000,1149214.68333,1
213636,631893.0000,1628128.8375,1
213639,802960.0000,1794063.3,1
213645,0.0000,404629.004167,1
213651,895181.0000,1909955.55833,1
213660,1309477.0000,1498385.90417,1
213663,0.0000,139031.5375,1
213666,0.0000,782538.691667,1
213669,1305692.0000,952031.933333,1
213672,876004.0000,1578395.00792,1
213675,1292317.0000,1002424.32708,1
213678,0.0000,116621.083333,1
213681,0.0000,290171.795833,1
213684,272087.0000,891748.958333,1
213690,1282898.0000,847330.158333,1
213693,528394.0000,1323633.30667,1
213696,1271141.0000,1069016.58333,1
213699,1199500.0000,626875.633333,1
213702,432.0000,299403.079167,1
213705,790717.0000,190671.691667,1
213708,16581.0000,322724.3875,1
213711,874282.0000,478903.233333,1
213714,1093671.0000,934544.7,1
213720,1215145.0000,1022456.23333,1
213726,778598.0000,1464307.36667,1
213729,1183379.0000,2031633.10833,1
213735,8374.0000,1332677.74583,1
213738,1299614.0000,339416.916667,1
213741,89.0000,200306.766111,1
213744,602909.0000,682595.358333,1
213747,0.0000,215741.495833,1
213750,1216021.0000,1112414.91667,1
213753,59511.0000,1420697.16667,1
213762,0.0000,523448.183333,1
213765,1270072.0000,1359759.6375,1
213768,1274786.0000,485981.308333,1
213771,1261621.0000,796971.529167,1
213783,1211814.0000,1019192.3875,1
213786,249619.0000,435597.15,1
213789,1095640.0000,795998.075,1
213792,828817.0000,1144131.78333,1
213795,585361.0000,858042.948611,1
213798,0.0000,472798.966667,1
213801,0.0000,832829.783333,1
213804,1180705.0000,1031391.25417,1
213807,1187188.0000,2115951.35417,1
213813,772762.0000,1064484.5625,1
213819,610.0000,1636599.69972,1
213822,1096278.0000,940949.091667,1
213825,1110533.0000,710506.45,1
213831,0.0000,1221620.7125,1
213837,835142.0000,1865930.05278,1
213840,134236.0000,358400.305556,1
213843,0.0000,237034.641667,1
213846,34546.0000,1215895.39583,1
213849,866034.0000,2059529.35,1
213855,1281219.0000,1066267.52083,1
213858,737620.0000,1668434.725,1
213861,195203.0000,316778.416667,1
213867,864.0000,343380.95,1
213870,743693.0000,719080.970833,1
213873,727094.0000,1011540.77917,1
213876,0.0000,942803.970833,1
213879,1277504.0000,428220.908333,1
213882,0.0000,1038438.82083,1
213888,814643.0000,932734.733333,1
213891,1106458.0000,1394482.15417,1
213894,704917.0000,1380006.83896,1
213900,1024810.0000,1294446.94583,1
213906,1142927.0000,1253703.25417,1
213912,10565.0000,120697.9625,1
213915,0.0000,1072446.77917,1
213918,1163286.0000,1125783.35833,1
213921,1200910.0000,1412786.95833,1
213924,799.0000,849791.975,1
213927,884436.0000,570691.429167,1
213930,1030274.0000,692619.420833,1
213936,101070.0000,523241.582847,1
213939,723330.0000,759501.1875,1
213942,729748.0000,1149074.17083,1
213945,0.0000,223044.8625,1
213948,780235.0000,149658.904167,1
213951,0.0000,1754711.14583,1
213954,1123833.0000,398826.045833,1
213957,1047469.0000,199457.191667,1
213960,1133967.0000,1479899.7,1
213963,772293.0000,987749.666667,1
213966,1222921.0000,886997.720833,1
213969,1037468.0000,1112180.7375,1
213977,201406.0000,812809.975,1
213980,1038540.0000,1800233.02083,1
213983,112796.0000,318359.525,1
213986,174521.0000,738904.9125,1
213992,0.0000,454697.941667,1
213995,701396.0000,408313.908333,1
213998,1193205.0000,1944482.36667,1
214001,785748.0000,1806386.17917,1
214004,86387.0000,158460.320833,1
214010,867918.0000,1319918.7875,1
214019,1043415.0000,205425.508333,1
214022,1094456.0000,844963.370833,1
214025,770805.0000,1598848.16667,1
214028,713267.0000,2036638.6125,1
214031,1031416.0000,676695.404167,1
214034,793034.0000,1911877.275,1
214037,112937.0000,1578034.1375,1
214040,1055022.0000,1092010.20417,1
214046,1222001.0000,274568.0,1
214052,1002461.0000,1280858.56667,1
214055,713918.0000,1880268.35,1
214058,1209184.0000,843103.583333,1
214061,1197938.0000,924322.420833,1
214064,359591.0000,705923.454167,1
214067,0.0000,466464.1,1
214070,1122687.0000,1024024.55417,1
214073,0.0000,1177707.0375,1
214085,587916.0000,1385297.87187,1
214088,1131900.0000,2000528.5125,1
214091,1031249.0000,1333611.45417,1
214097,0.0000,582292.691667,1
214103,0.0000,364883.966667,1
214106,484272.0000,1959947.825,1
214115,0.0000,604058.6625,1
214121,1117559.0000,1916898.82083,1
214124,6373.0000,965981.55,1
214127,91936.0000,1235761.48333,1
214130,77482.0000,212198.179167,1
214133,86007.0000,1453946.65417,1
